Username,Platform,Followers,Engagement Rate,Location,Industry,Contact Email,Campaign ROI,Ad Cost (USD)
Abdullah_Al-Thani_1198,TikTok,691738,8.649311789283784,Saudi Arabia,Lifestyle,abdullah.al-thani.1198@example.com,27,11124.931938812728
Mohammed_Al-Khalifa_4513,TikTok,905492,0.46701127052010394,Saudi Arabia,Tech,mohammed.al-khalifa.4513@example.com,26,10786.670807812478
Fatima_Al-Jaber_42,TikTok,18276,2.5221827547259736,Saudi Arabia,Sports,fatima.al-jaber.42@example.com,19,13509.27586781378
Abdullah_Al-Mubarak_4030,TikTok,825352,4.498470576955039,Kuwait,Food,abdullah.al-mubarak.4030@example.com,19,2974.5092720131015
Aisha_Al-Jaber_5211,TikTok,794900,8.223359496255958,Oman,Tech,aisha.al-jaber.5211@example.com,21,18655.339166721038
Mariam_Al-Said_6554,TikTok,205825,3.4005904653192207,Oman,Tech,mariam.al-said.6554@example.com,28,35923.41757442427
Mohammed_Al-Hassan_4577,TikTok,419443,3.104521410689659,Saudi Arabia,Tech,mohammed.al-hassan.4577@example.com,29,26261.741800781634
Yousef_Al-Hassan_6957,TikTok,320888,5.11823988190263,Saudi Arabia,Lifestyle,yousef.al-hassan.6957@example.com,27,24409.977757267734
Khaled_Al-Hashimi_959,TikTok,272975,5.9321341626338935,Saudi Arabia,Food,khaled.al-hashimi.959@example.com,11,46156.80289784785
Mohammed_Al-Hassan_7608,TikTok,951478,0.7548065398291719,Bahrain,Fashion,mohammed.al-hassan.7608@example.com,11,3185.0701424483277
Fatima_Al-Khalifa_9317,TikTok,842626,4.086765563951289,Kuwait,Food,fatima.al-khalifa.9317@example.com,23,24357.81305567314
Reem_Al-Khalifa_4019,TikTok,396880,5.564797013424013,Bahrain,Fashion,reem.al-khalifa.4019@example.com,17,38907.180389765
Yousef_Al-Hashimi_6595,TikTok,359682,2.8386446705895008,UAE,Fashion,yousef.al-hashimi.6595@example.com,21,49094.2465022274
Noor_Al-Qasimi_3609,TikTok,958493,2.809418357324498,Oman,Entertainment,noor.al-qasimi.3609@example.com,12,20756.9688062278
Ahmed_Al-Sharif_6379,TikTok,903147,3.3612561920314166,Bahrain,Tech,ahmed.al-sharif.6379@example.com,19,28142.86419949024
Hassan_Al-Mutawa_1323,TikTok,32180,3.725867318193847,Oman,Food,hassan.al-mutawa.1323@example.com,16,34192.925646589785
Sara_Al-Sharif_8138,TikTok,893650,5.458501436699941,Qatar,Sports,sara.al-sharif.8138@example.com,22,47603.57592976799
Mariam_Al-Zahrani_2291,TikTok,495331,6.960220032722956,UAE,Sports,mariam.al-zahrani.2291@example.com,24,40502.14925061707
Reem_Al-Hassan_3972,TikTok,964229,9.81797533587873,Qatar,Sports,reem.al-hassan.3972@example.com,25,38149.80383542902
Fatima_Al-Mutawa_8095,TikTok,125917,0.44408222115197904,UAE,Beauty,fatima.al-mutawa.8095@example.com,13,7695.7214156005175
Mohammed_Al-Mubarak_9719,TikTok,991001,4.881929972992813,UAE,Food,mohammed.al-mubarak.9719@example.com,20,31994.575650199728
Khaled_Al-Sabah_1229,TikTok,780201,2.1296994624828827,Oman,Fashion,khaled.al-sabah.1229@example.com,10,22473.378984236086
Hassan_Al-Thani_8943,TikTok,718875,4.744123495444597,UAE,Lifestyle,hassan.al-thani.8943@example.com,19,18683.613553899326
Sara_Al-Qasimi_3910,TikTok,711031,7.904015928144042,Saudi Arabia,Lifestyle,sara.al-qasimi.3910@example.com,18,30251.83712062565
Reem_Al-Khalifa_5279,TikTok,342011,3.9491260428786976,Qatar,Tech,reem.al-khalifa.5279@example.com,15,44495.42618991067
Khaled_Al-Saud_6418,TikTok,207759,1.9906410334486346,Oman,Sports,khaled.al-saud.6418@example.com,11,47745.21617028444
Ahmed_Al-Hashimi_8782,TikTok,365255,0.5715676136420097,Kuwait,Lifestyle,ahmed.al-hashimi.8782@example.com,29,5005.333214137441
Layla_Al-Qasimi_8605,TikTok,379545,3.7133979999631928,Oman,Fashion,layla.al-qasimi.8605@example.com,19,16940.53787368029
Yousef_Al-Saud_8306,TikTok,252559,1.0682776218840428,Bahrain,Beauty,yousef.al-saud.8306@example.com,29,1953.7412130206717
Ali_Al-Zahrani_4492,TikTok,781879,3.539510376839315,Qatar,Food,ali.al-zahrani.4492@example.com,18,10805.477130499188
Hassan_Al-Jaber_8680,TikTok,567079,2.319764861932585,Kuwait,Tech,hassan.al-jaber.8680@example.com,12,18007.47562114733
Mariam_Al-Zahrani_5884,TikTok,120846,1.643287275536998,UAE,Beauty,mariam.al-zahrani.5884@example.com,29,36041.47611739848
Hassan_Al-Mubarak_4206,TikTok,544905,3.014800779733588,Bahrain,Tech,hassan.al-mubarak.4206@example.com,15,35169.1741716997
Layla_Al-Thani_1957,TikTok,175397,4.767566290186503,Kuwait,Food,layla.al-thani.1957@example.com,20,11223.517028051108
Ali_Al-Sharif_1925,TikTok,853216,3.964182923792196,UAE,Lifestyle,ali.al-sharif.1925@example.com,14,42720.432781892196
Noor_Al-Qasimi_4656,TikTok,688324,7.303415756283696,Kuwait,Sports,noor.al-qasimi.4656@example.com,12,22394.80897370649
Reem_Al-Khalifa_642,TikTok,417934,1.788856765059761,Saudi Arabia,Sports,reem.al-khalifa.642@example.com,16,18375.228599465852
Layla_Al-Thani_3249,TikTok,909789,1.5929186907517745,Oman,Beauty,layla.al-thani.3249@example.com,29,30123.19583499731
Reem_Al-Qasimi_645,TikTok,303348,4.58510980019552,Saudi Arabia,Lifestyle,reem.al-qasimi.645@example.com,23,37924.259973476546
Layla_Al-Mutawa_103,TikTok,902838,9.070738130310893,Qatar,Tech,layla.al-mutawa.103@example.com,11,49999.198981513306
Aisha_Al-Said_7086,TikTok,378103,3.2650843150605433,UAE,Lifestyle,aisha.al-said.7086@example.com,14,39076.87869418199
Hassan_Al-Qasimi_3875,TikTok,791147,5.434962782220964,Bahrain,Entertainment,hassan.al-qasimi.3875@example.com,19,28777.50283643941
Hassan_Al-Mutawa_2037,TikTok,530911,9.023165916217312,Kuwait,Fashion,hassan.al-mutawa.2037@example.com,17,31422.98996371451
Omar_Al-Saud_3267,TikTok,979623,3.501477909544183,Kuwait,Sports,omar.al-saud.3267@example.com,16,38299.68992453544
Mariam_Al-Hashimi_6697,TikTok,117607,2.644131793035362,Saudi Arabia,Beauty,mariam.al-hashimi.6697@example.com,16,22973.433405296622
Mohammed_Al-Sharif_9185,TikTok,757998,4.804924830958427,Kuwait,Fashion,mohammed.al-sharif.9185@example.com,17,10688.369497543432
Khaled_Al-Mutawa_8809,TikTok,191612,0.7797927794173529,Oman,Travel,khaled.al-mutawa.8809@example.com,18,29020.804364640884
Omar_Al-Zahrani_7881,TikTok,389801,9.528280214627268,Qatar,Sports,omar.al-zahrani.7881@example.com,18,32667.57888373356
Ali_Al-Maktoum_7,TikTok,610992,1.840914944959076,Saudi Arabia,Fashion,ali.al-maktoum.7@example.com,25,6828.379008765062
Mariam_Al-Mubarak_3279,TikTok,715329,9.414043874528412,Oman,Sports,mariam.al-mubarak.3279@example.com,18,44007.3256952255
Reem_Al-Saud_2950,TikTok,756290,9.927306453072948,Oman,Fashion,reem.al-saud.2950@example.com,27,38759.30394380293
Yousef_Al-Salem_7315,TikTok,316199,7.194717349481251,Kuwait,Lifestyle,yousef.al-salem.7315@example.com,16,6532.056044221573
Hassan_Al-Salem_232,TikTok,498330,2.2913064131313696,Kuwait,Fashion,hassan.al-salem.232@example.com,11,36148.40272900629
Ali_Al-Said_5574,TikTok,962014,8.92135115128617,Oman,Food,ali.al-said.5574@example.com,26,9265.944055401955
Ahmed_Al-Hassan_2859,TikTok,963090,7.362256981573488,Kuwait,Sports,ahmed.al-hassan.2859@example.com,12,35588.37149821782
Khaled_Al-Said_5407,TikTok,998534,4.48792033690554,Oman,Sports,khaled.al-said.5407@example.com,19,31686.023326184986
Abdullah_Al-Mutawa_6342,TikTok,663828,2.520007244363438,Oman,Tech,abdullah.al-mutawa.6342@example.com,11,20425.38660830062
Yousef_Al-Jaber_2008,TikTok,150553,6.38572059302307,Kuwait,Lifestyle,yousef.al-jaber.2008@example.com,20,37549.06898427357
Omar_Al-Salem_8660,TikTok,65178,9.493384755990215,Saudi Arabia,Entertainment,omar.al-salem.8660@example.com,18,36591.31943216147
Mariam_Al-Sharif_5707,TikTok,392370,0.20510254569318034,Bahrain,Sports,mariam.al-sharif.5707@example.com,14,38769.239137739794
Fatima_Al-Sabah_8345,TikTok,68189,6.645361418144677,Oman,Travel,fatima.al-sabah.8345@example.com,11,6843.677939905353
Ali_Al-Salem_2890,TikTok,365168,3.2136291413350095,Qatar,Entertainment,ali.al-salem.2890@example.com,15,19773.77656471934
Omar_Al-Jaber_245,TikTok,521789,3.428097061474417,Kuwait,Beauty,omar.al-jaber.245@example.com,25,3557.615498943459
Sara_Al-Sabah_7031,TikTok,540841,5.272048391517822,Oman,Beauty,sara.al-sabah.7031@example.com,28,11291.980543315936
Noor_Al-Zahrani_316,TikTok,562388,9.836355827424988,Qatar,Fashion,noor.al-zahrani.316@example.com,27,42847.25081540915
Noor_Al-Saud_4555,TikTok,329743,6.798611878742754,UAE,Lifestyle,noor.al-saud.4555@example.com,27,32272.42740440511
Ali_Al-Mutawa_6713,TikTok,328474,7.461731677886399,Oman,Lifestyle,ali.al-mutawa.6713@example.com,27,47367.83709622593
Ahmed_Al-Jaber_8010,TikTok,1904,4.732693612155377,Qatar,Entertainment,ahmed.al-jaber.8010@example.com,23,6871.71390471067
Hassan_Al-Sharif_4364,TikTok,700064,2.29175133947762,Saudi Arabia,Tech,hassan.al-sharif.4364@example.com,10,3868.1563557706154
Hassan_Al-Hashimi_9712,TikTok,109764,0.9872096544569817,Qatar,Tech,hassan.al-hashimi.9712@example.com,27,34948.80807540083
Reem_Al-Sabah_1262,TikTok,178293,5.564991932466091,Bahrain,Beauty,reem.al-sabah.1262@example.com,21,26082.977358966356
Yousef_Al-Maktoum_8221,TikTok,761502,9.236845715673947,Kuwait,Sports,yousef.al-maktoum.8221@example.com,28,30775.666244744298
Khaled_Al-Maktoum_3354,TikTok,727538,6.415950040553309,Bahrain,Entertainment,khaled.al-maktoum.3354@example.com,29,37710.39220777069
Mohammed_Al-Thani_2636,TikTok,83480,4.897087744434373,Kuwait,Sports,mohammed.al-thani.2636@example.com,28,3059.3714056505446
Noor_Al-Khalifa_7826,TikTok,604015,1.0421754108042052,Oman,Tech,noor.al-khalifa.7826@example.com,19,18095.767991648347
Ali_Al-Jaber_2276,TikTok,711368,4.193143299101758,Bahrain,Fashion,ali.al-jaber.2276@example.com,17,45115.74710729582
Hassan_Al-Mutawa_1632,TikTok,261792,1.6490380102550402,Saudi Arabia,Travel,hassan.al-mutawa.1632@example.com,28,16099.974998940928
Aisha_Al-Salem_7901,TikTok,196109,5.2505326372850485,Saudi Arabia,Travel,aisha.al-salem.7901@example.com,10,12384.875884867768
Mohammed_Al-Maktoum_8518,TikTok,380276,8.608128978735563,Kuwait,Tech,mohammed.al-maktoum.8518@example.com,14,46933.80596065227
Ali_Al-Mutawa_515,TikTok,602987,0.23777035386742426,Oman,Tech,ali.al-mutawa.515@example.com,18,48732.72649192285
Mariam_Al-Khalifa_4746,TikTok,669657,1.1926512608786808,Saudi Arabia,Beauty,mariam.al-khalifa.4746@example.com,13,48780.407964298676
Aisha_Al-Maktoum_9217,TikTok,819605,2.713548466758692,Qatar,Travel,aisha.al-maktoum.9217@example.com,29,6252.069920552439
Sara_Al-Sabah_2845,TikTok,176274,7.6172628159810944,Kuwait,Entertainment,sara.al-sabah.2845@example.com,28,18685.4150046678
Khaled_Al-Qasimi_7429,TikTok,934474,0.5970839535508509,Qatar,Food,khaled.al-qasimi.7429@example.com,27,46101.46484301276
Layla_Al-Hashimi_5169,TikTok,295230,6.756554309362963,UAE,Entertainment,layla.al-hashimi.5169@example.com,13,1786.6051982211857
Khaled_Al-Mubarak_505,TikTok,741383,1.9053985522630654,Saudi Arabia,Sports,khaled.al-mubarak.505@example.com,16,40986.211943659975
Abdullah_Al-Zahrani_1755,TikTok,171708,5.710732638871901,Oman,Travel,abdullah.al-zahrani.1755@example.com,21,1170.743419988753
Hassan_Al-Khalifa_8170,TikTok,740531,3.3939689961630104,Kuwait,Lifestyle,hassan.al-khalifa.8170@example.com,25,47655.46412767494
Abdullah_Al-Qasimi_2177,TikTok,126528,6.051198716923197,Kuwait,Sports,abdullah.al-qasimi.2177@example.com,23,40173.49349583845
Mohammed_Al-Salem_8990,TikTok,132806,1.3291433330370483,Bahrain,Entertainment,mohammed.al-salem.8990@example.com,14,21013.654848054328
Omar_Al-Mubarak_2360,TikTok,979438,4.225463657884071,Oman,Tech,omar.al-mubarak.2360@example.com,24,31981.829517454516
Aisha_Al-Sharif_7155,TikTok,70996,4.314128830665655,Kuwait,Food,aisha.al-sharif.7155@example.com,19,31363.432301110573
Mariam_Al-Qasimi_1286,TikTok,807329,3.5901206385661966,Saudi Arabia,Lifestyle,mariam.al-qasimi.1286@example.com,24,26702.53863178503
Ahmed_Al-Mubarak_1383,TikTok,597859,1.8202968403927962,Oman,Entertainment,ahmed.al-mubarak.1383@example.com,21,41538.119280599574
Ahmed_Al-Jaber_8794,TikTok,530006,4.4386015922730655,Oman,Sports,ahmed.al-jaber.8794@example.com,14,1719.489227350602
Mohammed_Al-Hassan_5659,TikTok,478065,4.967339719669934,Bahrain,Entertainment,mohammed.al-hassan.5659@example.com,29,20676.49551894723
Mohammed_Al-Mubarak_6922,TikTok,163690,2.419232481226045,Saudi Arabia,Entertainment,mohammed.al-mubarak.6922@example.com,18,9235.830436579847
Omar_Al-Hassan_4333,TikTok,591745,6.167259544147574,Oman,Travel,omar.al-hassan.4333@example.com,25,12290.943860702482
Yousef_Al-Sharif_4622,TikTok,236944,1.4412447224324128,UAE,Lifestyle,yousef.al-sharif.4622@example.com,25,40391.640590318435
Hassan_Al-Sabah_988,TikTok,436859,4.934942833410921,Saudi Arabia,Beauty,hassan.al-sabah.988@example.com,23,32319.05137921045
Sara_Al-Saud_8691,TikTok,808511,5.49522899492383,Qatar,Sports,sara.al-saud.8691@example.com,26,28235.287588839303
Fatima_Al-Mubarak_1093,TikTok,457177,0.4582633533880892,Saudi Arabia,Entertainment,fatima.al-mubarak.1093@example.com,28,25329.906461698585
Abdullah_Al-Sharif_1207,TikTok,631374,6.738847871390564,Bahrain,Tech,abdullah.al-sharif.1207@example.com,12,15857.86269391554
Ali_Al-Mubarak_9116,TikTok,835409,3.3944039378001447,Kuwait,Lifestyle,ali.al-mubarak.9116@example.com,20,23058.45537933755
Abdullah_Al-Said_4327,TikTok,105583,8.106100721192268,Qatar,Tech,abdullah.al-said.4327@example.com,13,11667.743338839622
Fatima_Al-Maktoum_7267,TikTok,804363,0.8450747581425947,Oman,Lifestyle,fatima.al-maktoum.7267@example.com,28,7866.13564524782
Sara_Al-Mutawa_7147,TikTok,946239,5.551307272942018,Kuwait,Beauty,sara.al-mutawa.7147@example.com,19,2951.145294724939
Mohammed_Al-Sabah_5729,TikTok,533764,4.990664470704332,Oman,Lifestyle,mohammed.al-sabah.5729@example.com,22,29447.988983802166
Layla_Al-Khalifa_8276,TikTok,641081,3.855312156064394,UAE,Beauty,layla.al-khalifa.8276@example.com,19,45364.46599820383
Abdullah_Al-Sabah_2189,TikTok,144589,3.029145980594419,Oman,Fashion,abdullah.al-sabah.2189@example.com,22,25349.480983664853
Ahmed_Al-Hashimi_2368,TikTok,146852,9.738645731100219,Kuwait,Travel,ahmed.al-hashimi.2368@example.com,21,30459.884523359706
Abdullah_Al-Jaber_7407,TikTok,237996,0.5734552938685831,Oman,Entertainment,abdullah.al-jaber.7407@example.com,14,37158.890996723036
Omar_Al-Hashimi_2637,TikTok,580744,4.166759423174658,Bahrain,Beauty,omar.al-hashimi.2637@example.com,19,16453.870266003658
Noor_Al-Khalifa_434,TikTok,318710,7.653284828122594,Qatar,Tech,noor.al-khalifa.434@example.com,18,21265.50393358939
Abdullah_Al-Hassan_296,TikTok,496755,9.69741304010484,Bahrain,Entertainment,abdullah.al-hassan.296@example.com,26,9641.7620568929
Reem_Al-Mubarak_8892,TikTok,163720,6.181886578713874,Bahrain,Fashion,reem.al-mubarak.8892@example.com,15,20741.67214345292
Ali_Al-Mubarak_7105,TikTok,900608,1.6195968738403492,Qatar,Lifestyle,ali.al-mubarak.7105@example.com,22,31244.093683530995
Aisha_Al-Said_2938,TikTok,274200,1.1519921832644122,UAE,Food,aisha.al-said.2938@example.com,29,6378.706160031816
Hassan_Al-Thani_3392,TikTok,25699,5.814799841372342,Kuwait,Fashion,hassan.al-thani.3392@example.com,18,38865.01222020355
Mariam_Al-Mutawa_2186,TikTok,39710,5.034032782900003,Bahrain,Entertainment,mariam.al-mutawa.2186@example.com,16,21442.917593211336
Omar_Al-Maktoum_6372,TikTok,831527,1.3103250312734092,Oman,Lifestyle,omar.al-maktoum.6372@example.com,29,31938.49596879415
Yousef_Al-Qasimi_7177,TikTok,72033,7.471806156309568,Oman,Entertainment,yousef.al-qasimi.7177@example.com,20,16230.17600990496
Omar_Al-Khalifa_7002,TikTok,88596,3.2225436123479434,Qatar,Sports,omar.al-khalifa.7002@example.com,16,42430.92046719959
Noor_Al-Thani_4901,TikTok,64837,4.802513270077213,Qatar,Fashion,noor.al-thani.4901@example.com,27,46856.54289827517
Hassan_Al-Hashimi_1833,TikTok,64252,4.688851495305517,Bahrain,Lifestyle,hassan.al-hashimi.1833@example.com,22,37083.55427136758
Noor_Al-Zahrani_6759,TikTok,611450,2.686586203676913,Saudi Arabia,Tech,noor.al-zahrani.6759@example.com,28,38631.31189168159
Reem_Al-Qasimi_6821,TikTok,833770,4.581798519527044,UAE,Beauty,reem.al-qasimi.6821@example.com,12,2017.555814009192
Noor_Al-Zahrani_6524,TikTok,29795,8.381585893882896,Oman,Beauty,noor.al-zahrani.6524@example.com,14,42498.31286886411
Abdullah_Al-Zahrani_1116,TikTok,620080,7.3169583063470816,UAE,Lifestyle,abdullah.al-zahrani.1116@example.com,25,3032.5573252112044
Aisha_Al-Saud_1219,TikTok,141801,2.05394887312454,Saudi Arabia,Lifestyle,aisha.al-saud.1219@example.com,28,22093.546575685807
Sara_Al-Thani_4479,TikTok,377870,8.582906858221621,Oman,Beauty,sara.al-thani.4479@example.com,17,30180.472294293642
Sara_Al-Salem_1185,TikTok,820539,3.7577975031639212,Saudi Arabia,Lifestyle,sara.al-salem.1185@example.com,20,45742.81900194052
Abdullah_Al-Thani_376,TikTok,349242,6.021216061852203,Qatar,Lifestyle,abdullah.al-thani.376@example.com,10,13843.175834285952
Ahmed_Al-Saud_3721,TikTok,933975,0.34219778099170706,UAE,Tech,ahmed.al-saud.3721@example.com,25,1486.8698721600533
Noor_Al-Thani_8362,TikTok,768267,6.620933277627576,UAE,Tech,noor.al-thani.8362@example.com,29,4428.448735253787
Sara_Al-Zahrani_8081,TikTok,584508,9.968047396292757,Saudi Arabia,Fashion,sara.al-zahrani.8081@example.com,17,19485.575643056396
Mohammed_Al-Hassan_7468,TikTok,215373,1.7881285113034449,UAE,Travel,mohammed.al-hassan.7468@example.com,10,4994.609872838893
Ahmed_Al-Maktoum_4063,TikTok,625518,1.1548638141261065,Saudi Arabia,Food,ahmed.al-maktoum.4063@example.com,13,9958.606090131645
Yousef_Al-Mubarak_8970,TikTok,267747,8.572014730715612,Kuwait,Beauty,yousef.al-mubarak.8970@example.com,17,9755.23409925441
Hassan_Al-Maktoum_3362,TikTok,751786,7.475233555925364,UAE,Sports,hassan.al-maktoum.3362@example.com,25,10023.389738197819
Ahmed_Al-Said_2811,TikTok,394309,5.664298719188166,Saudi Arabia,Entertainment,ahmed.al-said.2811@example.com,14,2114.941212474153
Sara_Al-Saud_3983,TikTok,715360,9.034743216616915,Oman,Fashion,sara.al-saud.3983@example.com,29,48882.49366745599
Mariam_Al-Mutawa_5839,TikTok,919420,9.247529805015947,Qatar,Beauty,mariam.al-mutawa.5839@example.com,24,28496.58301693863
Khaled_Al-Sharif_1308,TikTok,897985,9.354532537826293,Qatar,Sports,khaled.al-sharif.1308@example.com,11,25000.883761768455
Mariam_Al-Maktoum_2753,TikTok,712024,6.094010183522344,UAE,Sports,mariam.al-maktoum.2753@example.com,24,41966.04451285177
Layla_Al-Khalifa_3391,TikTok,141734,2.2503232908558246,Oman,Beauty,layla.al-khalifa.3391@example.com,20,7633.641908774313
Abdullah_Al-Maktoum_25,TikTok,182141,4.9846451234960325,Kuwait,Sports,abdullah.al-maktoum.25@example.com,20,3113.5049739697283
Sara_Al-Mutawa_8693,TikTok,89452,3.7123130662035773,UAE,Entertainment,sara.al-mutawa.8693@example.com,28,18362.311745638155
Aisha_Al-Maktoum_704,TikTok,982055,8.463980806235856,UAE,Beauty,aisha.al-maktoum.704@example.com,26,3634.618837755829
Fatima_Al-Said_9432,TikTok,146727,2.765825580390292,Saudi Arabia,Beauty,fatima.al-said.9432@example.com,28,35715.54996366588
Omar_Al-Mutawa_1733,TikTok,807986,9.425490489596788,UAE,Beauty,omar.al-mutawa.1733@example.com,26,10375.197714428612
Fatima_Al-Jaber_1428,TikTok,223395,2.003820614444988,Bahrain,Travel,fatima.al-jaber.1428@example.com,11,5338.16985024832
Khaled_Al-Saud_1017,TikTok,270107,1.7357620358824164,UAE,Travel,khaled.al-saud.1017@example.com,22,38176.86133424687
Sara_Al-Hashimi_803,TikTok,532834,3.003369730053075,Saudi Arabia,Sports,sara.al-hashimi.803@example.com,13,8319.322068861145
Fatima_Al-Hassan_928,TikTok,458588,2.1672785354585637,Qatar,Entertainment,fatima.al-hassan.928@example.com,28,7754.021284277753
Abdullah_Al-Hashimi_5012,TikTok,230999,5.830557099769653,Saudi Arabia,Travel,abdullah.al-hashimi.5012@example.com,19,30487.636105459947
Aisha_Al-Saud_7998,TikTok,722939,2.0515136154460065,Oman,Lifestyle,aisha.al-saud.7998@example.com,10,16543.798843348068
Abdullah_Al-Sabah_5492,TikTok,856838,1.961518587705413,Qatar,Fashion,abdullah.al-sabah.5492@example.com,21,48761.58254594218
Khaled_Al-Salem_642,TikTok,389721,2.8972175702719207,Oman,Fashion,khaled.al-salem.642@example.com,10,3949.7713115789443
Hassan_Al-Maktoum_4843,TikTok,846818,1.5075144325846492,Saudi Arabia,Entertainment,hassan.al-maktoum.4843@example.com,14,7595.257964901897
Omar_Al-Thani_9177,TikTok,494556,7.929086702579577,Qatar,Beauty,omar.al-thani.9177@example.com,13,43915.055102367245
Omar_Al-Qasimi_5272,TikTok,24985,0.7064172620670416,Bahrain,Travel,omar.al-qasimi.5272@example.com,14,19605.20450647487
Sara_Al-Hassan_6078,TikTok,461531,0.11512700751228958,Qatar,Lifestyle,sara.al-hassan.6078@example.com,13,48739.19619628301
Noor_Al-Maktoum_6967,TikTok,591758,0.7144194997416706,Qatar,Beauty,noor.al-maktoum.6967@example.com,28,16597.835138800892
Mohammed_Al-Salem_1283,TikTok,170190,2.837188518806015,UAE,Food,mohammed.al-salem.1283@example.com,25,46028.647292519876
Mohammed_Al-Zahrani_6908,TikTok,417323,9.925489493208312,Saudi Arabia,Fashion,mohammed.al-zahrani.6908@example.com,20,6255.546757023941
Reem_Al-Hassan_4066,TikTok,905136,5.775851553623421,Bahrain,Beauty,reem.al-hassan.4066@example.com,20,27457.446958980356
Fatima_Al-Zahrani_2079,TikTok,332398,0.19660981798171379,Oman,Travel,fatima.al-zahrani.2079@example.com,19,30859.996208188255
Omar_Al-Sharif_7790,TikTok,614558,2.5509295822397484,UAE,Entertainment,omar.al-sharif.7790@example.com,18,39322.050843662015
Hassan_Al-Saud_5675,TikTok,197933,6.143554291952068,Bahrain,Fashion,hassan.al-saud.5675@example.com,20,13854.582011189888
Sara_Al-Mutawa_8201,TikTok,377372,9.454882164645214,Bahrain,Lifestyle,sara.al-mutawa.8201@example.com,14,49431.15591025705
Noor_Al-Mubarak_2876,TikTok,676528,3.516148775560273,UAE,Tech,noor.al-mubarak.2876@example.com,29,41955.88578278912
Mohammed_Al-Hashimi_9716,TikTok,433678,4.256551411362318,Saudi Arabia,Sports,mohammed.al-hashimi.9716@example.com,15,18184.995270919953
Noor_Al-Thani_9858,TikTok,522475,1.721806388769013,Oman,Beauty,noor.al-thani.9858@example.com,22,27210.635303204755
Mohammed_Al-Jaber_1403,TikTok,563495,5.25093661012623,Saudi Arabia,Beauty,mohammed.al-jaber.1403@example.com,29,11675.405298156564
Abdullah_Al-Thani_860,TikTok,860982,9.848891669330484,UAE,Lifestyle,abdullah.al-thani.860@example.com,25,3160.7161810422076
Abdullah_Al-Mutawa_7817,TikTok,880161,2.188730178401237,Qatar,Lifestyle,abdullah.al-mutawa.7817@example.com,21,9765.784656043179
Layla_Al-Maktoum_5842,TikTok,85295,3.1124191992634938,UAE,Travel,layla.al-maktoum.5842@example.com,14,20633.58425904871
Mariam_Al-Khalifa_8283,TikTok,969153,6.201305606508175,Oman,Lifestyle,mariam.al-khalifa.8283@example.com,23,6616.830681249208
Yousef_Al-Khalifa_3051,TikTok,204282,5.284289553119559,Bahrain,Sports,yousef.al-khalifa.3051@example.com,16,40335.82404555529
Reem_Al-Sharif_5757,TikTok,751879,4.835918152205044,Qatar,Lifestyle,reem.al-sharif.5757@example.com,13,34251.8052226644
Yousef_Al-Said_3090,TikTok,376659,4.453237691554154,UAE,Sports,yousef.al-said.3090@example.com,11,28939.631072950277
Mariam_Al-Saud_7410,TikTok,404848,3.388109781427041,Saudi Arabia,Fashion,mariam.al-saud.7410@example.com,17,30424.053600635038
Mariam_Al-Khalifa_1169,TikTok,389247,0.5052249584392933,UAE,Food,mariam.al-khalifa.1169@example.com,27,19481.79366285641
Yousef_Al-Maktoum_5895,TikTok,391891,2.8629818211318425,Bahrain,Fashion,yousef.al-maktoum.5895@example.com,26,20853.48105629076
Noor_Al-Jaber_5488,TikTok,704206,4.221498011205376,Saudi Arabia,Tech,noor.al-jaber.5488@example.com,22,32030.31529179196
Fatima_Al-Hashimi_8873,TikTok,677502,9.623682839905292,Saudi Arabia,Beauty,fatima.al-hashimi.8873@example.com,19,30509.941456348868
Mariam_Al-Sabah_6242,TikTok,646987,9.173877733012818,UAE,Lifestyle,mariam.al-sabah.6242@example.com,27,49659.43084601116
Reem_Al-Sabah_6932,TikTok,496608,8.256730513954736,Kuwait,Fashion,reem.al-sabah.6932@example.com,17,25557.80640819483
Noor_Al-Sharif_9302,TikTok,311693,9.038808186522854,Kuwait,Entertainment,noor.al-sharif.9302@example.com,24,17259.91432307628
Hassan_Al-Maktoum_3790,TikTok,836202,4.024320284443217,Oman,Food,hassan.al-maktoum.3790@example.com,14,21129.4329272429
Fatima_Al-Sabah_6576,TikTok,97362,0.9058170241146085,Kuwait,Travel,fatima.al-sabah.6576@example.com,12,40496.31793669738
Khaled_Al-Thani_99,TikTok,750699,4.441656597692003,Bahrain,Fashion,khaled.al-thani.99@example.com,11,8751.782872513124
Omar_Al-Jaber_3607,TikTok,285756,7.410862662895823,UAE,Food,omar.al-jaber.3607@example.com,28,10154.227001758101
Layla_Al-Hashimi_2574,TikTok,817919,3.9774164344449976,Kuwait,Lifestyle,layla.al-hashimi.2574@example.com,23,42586.981018902676
Yousef_Al-Maktoum_2736,TikTok,864201,3.4389744516449685,UAE,Travel,yousef.al-maktoum.2736@example.com,22,17717.08776193819
Ahmed_Al-Sabah_5286,TikTok,791393,0.7971940096463269,Qatar,Food,ahmed.al-sabah.5286@example.com,14,26004.669596287982
Mariam_Al-Khalifa_5297,TikTok,587439,1.597437145543433,Qatar,Tech,mariam.al-khalifa.5297@example.com,22,15025.420145732725
Hassan_Al-Salem_4745,TikTok,485577,5.40826953659905,Saudi Arabia,Tech,hassan.al-salem.4745@example.com,13,20869.140320456223
